emotion
0,fear
1,sadness
2,sadness
3,joy
4,sadness
5,anger
6,sadness
7,neutral
8,sadness
9,sadness
10,sadness
11,neutral
12,sadness
13,surprise
14,neutral
15,sadness
16,neutral
17,sadness
18,surprise
19,anger
20,sadness
21,anger
22,surprise
23,surprise
24,sadness
25,sadness
26,sadness
27,neutral
28,sadness
29,anger
30,anger
31,sadness
32,sadness
33,sadness
34,sadness
35,anger
36,surprise
37,neutral
38,sadness
39,sadness
40,sadness
41,joy
42,neutral
43,sadness
44,sadness
45,sadness
46,surprise
47,sadness
48,surprise
49,neutral
50,neutral
51,surprise
52,joy
53,neutral
54,sadness
55,sadness
56,joy
57,sadness
58,sadness
59,sadness
60,joy
61,sadness
62,sadness
63,sadness
64,surprise
65,sadness
66,sadness
67,sadness
68,sadness
69,joy
70,sadness
71,fear
72,sadness
73,sadness
74,sadness
75,sadness
76,neutral
77,surprise
78,sadness
79,surprise
80,surprise
81,sadness
82,sadness
83,sadness
84,joy
85,neutral
86,surprise
87,sadness
88,sadness
89,sadness
90,joy
91,surprise
92,sadness
93,surprise
94,joy
95,sadness
96,sadness
97,sadness
98,neutral
99,sadness
100,fear
101,neutral
102,surprise
103,sadness
104,surprise
105,sadness
106,sadness
107,surprise
108,fear
109,sadness
110,sadness
111,sadness
112,sadness
113,joy
114,neutral
115,sadness
116,joy
117,neutral
118,sadness
119,joy
120,joy
121,joy
122,joy
123,surprise
124,neutral
125,surprise
126,sadness
127,sadness
128,sadness
129,sadness
130,sadness
131,joy
132,sadness
133,sadness
134,sadness
135,sadness
136,disgust
137,sadness
138,surprise
139,sadness
140,sadness
141,neutral
142,neutral
143,sadness
144,sadness
145,sadness
146,neutral
147,neutral
148,joy
149,neutral
150,sadness
151,joy
152,fear
153,sadness
154,sadness
155,surprise
156,neutral
157,surprise
158,sadness
159,sadness
160,anger
161,sadness
162,sadness
163,sadness
164,sadness
165,surprise
166,sadness
167,neutral
168,sadness
169,joy
170,sadness
171,fear
172,sadness
173,anger
174,sadness
175,surprise
176,surprise
177,sadness
178,sadness
179,surprise
180,sadness
181,neutral
182,surprise
183,sadness
184,sadness
185,sadness
186,sadness
187,sadness
188,neutral
189,surprise
190,sadness
191,sadness
192,surprise
193,sadness
194,neutral
195,sadness
196,surprise
197,surprise
198,joy
199,sadness
200,sadness
201,fear
202,sadness
203,sadness
204,anger
205,joy
206,sadness
207,sadness
208,surprise
209,sadness
210,sadness
211,sadness
212,sadness
213,sadness
214,sadness
215,neutral
216,sadness
217,sadness
218,sadness
219,sadness
220,neutral
221,neutral
222,neutral
223,surprise
224,sadness
225,sadness
226,sadness
227,sadness
228,sadness
229,surprise
230,surprise
231,sadness
232,sadness
233,joy
234,joy
235,sadness
236,sadness
237,sadness
238,joy
239,sadness
240,surprise
241,neutral
242,sadness
243,sadness
244,sadness
245,sadness
246,neutral
247,sadness
248,sadness
249,neutral
250,joy
251,joy
252,neutral
253,surprise
254,sadness
255,neutral
256,fear
257,neutral
258,sadness
259,sadness
260,surprise
261,sadness
262,anger
263,anger
264,neutral
265,sadness
266,sadness
267,sadness
268,anger
269,sadness
270,fear
271,surprise
272,surprise
273,sadness
274,neutral
275,surprise
276,sadness
277,surprise
278,sadness
279,sadness
280,surprise
281,neutral
282,sadness
283,sadness
284,sadness
285,sadness
286,joy
287,sadness
288,surprise
289,surprise
290,sadness
291,surprise
292,surprise
293,sadness
294,surprise
295,neutral
296,sadness
297,sadness
298,surprise
299,disgust
300,sadness
301,surprise
302,surprise
303,joy
304,sadness
305,neutral
306,surprise
307,surprise
308,joy
309,anger
310,joy
311,sadness
312,fear
313,sadness
314,anger
315,joy
316,neutral
317,sadness
318,sadness
319,neutral
320,sadness
321,sadness
322,sadness
323,surprise
324,sadness
325,sadness
326,sadness
327,sadness
328,sadness
329,sadness
330,sadness
331,sadness
332,sadness
333,fear
334,sadness
335,surprise
336,sadness
337,sadness
338,surprise
339,sadness
340,neutral
341,surprise
342,surprise
343,sadness
344,sadness
345,surprise
346,sadness
347,surprise
348,neutral
349,sadness
350,surprise
351,sadness
352,neutral
353,neutral
354,sadness
355,surprise
356,anger
357,sadness
358,surprise
359,neutral
360,fear
361,sadness
362,sadness
363,sadness
364,sadness
365,surprise
366,sadness
367,neutral
368,sadness
369,sadness
370,sadness
371,surprise
372,sadness
373,surprise
374,joy
375,sadness
376,sadness
377,neutral
378,sadness
379,joy
380,sadness
381,sadness
382,sadness
383,joy
384,sadness
385,sadness
386,sadness
387,joy
388,neutral
389,sadness
390,fear
391,joy
392,neutral
393,sadness
394,surprise
395,sadness
396,sadness
397,joy
398,neutral
399,sadness
400,sadness
401,sadness
402,fear
403,anger
404,sadness
405,sadness
406,neutral
407,surprise
408,sadness
409,sadness
410,surprise
411,sadness
412,sadness
413,sadness
414,surprise
415,surprise
416,sadness
417,surprise
418,surprise
419,sadness
420,sadness
421,sadness
422,anger
423,surprise
424,sadness
425,sadness
426,fear
427,neutral
428,sadness
429,anger
430,neutral
431,surprise
432,sadness
433,surprise
434,sadness
435,sadness
436,sadness
437,sadness
438,neutral
439,joy
440,sadness
441,neutral
442,sadness
443,sadness
444,surprise
445,sadness
446,sadness
447,surprise
448,joy
449,sadness
450,sadness
451,sadness
452,joy
453,joy
454,sadness
455,joy
456,sadness
457,surprise
458,sadness
459,sadness
460,sadness
461,sadness
462,neutral
463,sadness
464,surprise
465,joy
466,sadness
467,sadness
468,sadness
469,sadness
470,joy
471,sadness
472,sadness
473,sadness
474,sadness
475,sadness
476,neutral
477,sadness
478,sadness
479,surprise
